age,workclass,education,marital_status,occupation,relationship,race,sex,capital_gain,capital_loss,hours_per_week,native_country
38,Private,HS-grad,Never-married,Handlers-cleaners,Not-in-family,White,Male,594,0,50,United-States
31,Private,Some-college,Never-married,Prof-specialty,Unmarried,Black,Female,0,0,40,United-States
36,Private,Bachelors,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,32,Columbia
67,Private,Some-college,Married-civ-spouse,Sales,Husband,White,Male,0,1844,70,United-States
24,Private,HS-grad,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,32,United-States
43,Private,HS-grad,Never-married,Prof-specialty,Other-relative,White,Female,0,0,40,United-States
59,Private,7th-8th,Married-civ-spouse,Protective-serv,Husband,White,Male,0,0,40,Puerto-Rico
59,Private,Bachelors,Separated,Adm-clerical,Unmarried,White,Male,0,0,60,United-States
19,Private,HS-grad,Never-married,Craft-repair,Not-in-family,White,Female,0,0,40,United-States
36,Private,HS-grad,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States
31,Private,Some-college,Married-civ-spouse,Prof-specialty,Wife,White,Female,3908,0,40,United-States
39,Private,HS-grad,Married-civ-spouse,Other-service,Other-relative,Black,Female,0,0,40,United-States
61,Private,Masters,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States
50,Private,HS-grad,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,50,United-States
43,Private,Bachelors,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,50,United-States
50,Local-gov,Masters,Married-civ-spouse,Prof-specialty,Wife,White,Female,15024,0,40,United-States
57,Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,Asian-Pac-Islander,Male,4508,0,40,South
28,Private,Bachelors,Married-civ-spouse,Prof-specialty,Wife,White,Female,0,1977,24,United-States
33,Private,5th-6th,Separated,Other-service,Unmarried,White,Female,0,0,40,Mexico
27,Private,Bachelors,Married-civ-spouse,Sales,Husband,White,Male,0,0,50,United-States
28,Private,10th,Never-married,Prof-specialty,Unmarried,Black,Female,0,0,40,United-States
66,Private,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,99,United-States
20,Private,Some-college,Never-married,Prof-specialty,Other-relative,Black,Female,0,0,40,United-States
32,Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,Black,Male,0,0,40,England
28,Self-emp-not-inc,12th,Divorced,Other-service,Unmarried,White,Female,0,0,30,United-States
45,Private,HS-grad,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,45,United-States
49,Private,HS-grad,Married-civ-spouse,Machine-op-inspct,Wife,White,Female,0,0,40,United-States
18,Private,HS-grad,Never-married,Prof-specialty,Own-child,White,Female,0,0,40,United-States
31,Private,Doctorate,Married-civ-spouse,Prof-specialty,Wife,White,Female,0,0,90,United-States
55,Self-emp-inc,Prof-school,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,50,United-States
36,Local-gov,Some-college,Divorced,Adm-clerical,Unmarried,White,Female,0,0,65,United-States
33,Private,HS-grad,Married-civ-spouse,Exec-managerial,Husband,White,Male,7298,0,45,United-States
34,Private,Some-college,Never-married,Craft-repair,Not-in-family,White,Male,0,0,40,United-States
41,Private,HS-grad,Never-married,Adm-clerical,Other-relative,White,Female,0,0,40,United-States
71,Private,Assoc-acdm,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,3,United-States
20,Private,12th,Divorced,Other-service,Not-in-family,White,Female,0,0,10,United-States
50,State-gov,Bachelors,Divorced,Exec-managerial,Not-in-family,White,Female,0,0,40,United-States
35,Self-emp-not-inc,9th,Married-civ-spouse,Craft-repair,Husband,White,Male,2635,0,30,United-States
37,Private,Assoc-voc,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States
42,Private,HS-grad,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,40,United-States
23,Private,Bachelors,Never-married,Handlers-cleaners,Own-child,White,Male,0,0,30,United-States
26,Private,Some-college,Divorced,Handlers-cleaners,Not-in-family,White,Male,0,0,45,United-States
24,Private,Some-college,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,40,United-States
33,Private,Masters,Never-married,Exec-managerial,Not-in-family,White,Female,0,0,40,United-States
26,State-gov,Bachelors,Never-married,Exec-managerial,Not-in-family,White,Female,0,0,35,United-States
33,Private,HS-grad,Separated,Machine-op-inspct,Unmarried,Black,Female,0,0,40,United-States
69,Private,Some-college,Widowed,Adm-clerical,Not-in-family,White,Female,2050,0,24,United-States
59,Self-emp-not-inc,Bachelors,Married-civ-spouse,Sales,Husband,White,Male,15024,0,55,United-States
18,Private,11th,Never-married,Other-service,Own-child,Black,Male,0,0,20,United-States
53,Private,HS-grad,Never-married,Adm-clerical,Other-relative,White,Male,0,0,35,United-States
47,Private,7th-8th,Married-civ-spouse,Machine-op-inspct,Wife,Other,Female,0,0,40,Puerto-Rico
27,Private,HS-grad,Never-married,Transport-moving,Own-child,White,Male,0,0,40,United-States
24,Private,Bachelors,Never-married,Prof-specialty,Own-child,White,Female,0,0,8,United-States
21,Private,Some-college,Never-married,Adm-clerical,Own-child,Asian-Pac-Islander,Male,0,0,20,United-States
17,Private,10th,Never-married,Prof-specialty,Own-child,White,Male,0,0,30,United-States
72,Private,HS-grad,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,Cuba
48,Private,Masters,Married-civ-spouse,Tech-support,Husband,White,Male,0,0,40,United-States
30,Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,45,United-States
31,Private,Bachelors,Married-civ-spouse,Prof-specialty,Wife,White,Female,0,1902,20,United-States
40,Private,HS-grad,Married-civ-spouse,Farming-fishing,Husband,Black,Male,0,0,40,United-States
21,Private,Assoc-voc,Married-civ-spouse,Other-service,Other-relative,White,Female,0,0,50,Mexico
57,Local-gov,Masters,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,50,United-States
33,Private,HS-grad,Married-civ-spouse,Craft-repair,Wife,White,Female,0,0,40,United-States
38,Private,Assoc-voc,Divorced,Other-service,Not-in-family,White,Female,0,0,30,United-States
58,Private,Some-college,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States
33,Private,Masters,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,50,United-States
48,Private,Bachelors,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,45,United-States
45,Private,Bachelors,Widowed,Other-service,Own-child,Asian-Pac-Islander,Female,0,0,40,Philippines
36,Private,HS-grad,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,United-States
35,Private,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,20,United-States
39,State-gov,Doctorate,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,50,United-States
53,Local-gov,7th-8th,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,38,United-States
35,Self-emp-not-inc,7th-8th,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,75,United-States
31,Private,Some-college,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,50,United-States
75,Self-emp-not-inc,HS-grad,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,30,United-States
27,Private,Bachelors,Married-civ-spouse,Craft-repair,Other-relative,White,Male,0,0,50,United-States
27,Local-gov,Some-college,Never-married,Prof-specialty,Other-relative,White,Male,0,0,16,United-States
25,Private,1st-4th,Never-married,Machine-op-inspct,Not-in-family,White,Male,0,0,24,Mexico
49,Private,HS-grad,Divorced,Other-service,Not-in-family,Black,Female,0,0,40,United-States
21,Private,Some-college,Never-married,Adm-clerical,Own-child,White,Male,0,0,40,United-States
20,Private,11th,Never-married,Prof-specialty,Own-child,Black,Female,0,0,20,United-States
22,Private,HS-grad,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States
55,Private,9th,Married-civ-spouse,Machine-op-inspct,Other-relative,Asian-Pac-Islander,Male,0,0,40,Philippines
51,Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,50,France
53,Private,5th-6th,Married-civ-spouse,Machine-op-inspct,Husband,Asian-Pac-Islander,Male,0,0,40,Laos
36,Private,HS-grad,Never-married,Other-service,Not-in-family,White,Male,0,0,40,United-States
51,Private,HS-grad,Divorced,Other-service,Unmarried,White,Female,0,0,38,United-States
56,Private,HS-grad,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,38,United-States
28,Private,HS-grad,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States
37,Private,Some-college,Divorced,Tech-support,Unmarried,White,Female,0,0,40,United-States
17,Private,10th,Never-married,Other-service,Own-child,White,Male,0,0,30,United-States
41,Self-emp-not-inc,HS-grad,Divorced,Craft-repair,Unmarried,White,Male,0,0,27,United-States
57,Private,HS-grad,Never-married,Sales,Unmarried,White,Female,0,0,40,United-States
68,Private,7th-8th,Widowed,Other-service,Unmarried,Amer-Indian-Eskimo,Female,0,0,20,United-States
24,Private,HS-grad,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States
32,Private,Assoc-voc,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,40,United-States
39,Private,HS-grad,Divorced,Sales,Not-in-family,White,Male,0,0,60,United-States
69,Self-emp-not-inc,Some-college,Widowed,Farming-fishing,Not-in-family,White,Female,0,0,14,United-States
33,Local-gov,HS-grad,Divorced,Tech-support,Not-in-family,White,Female,0,0,55,United-States
21,Private,Some-college,Never-married,Prof-specialty,Own-child,White,Female,0,0,40,United-States
37,Private,HS-grad,Divorced,Handlers-cleaners,Other-relative,White,Male,0,0,40,El-Salvador
17,Private,HS-grad,Never-married,Other-service,Other-relative,White,Male,0,0,35,Mexico
43,Self-emp-inc,HS-grad,Divorced,Craft-repair,Unmarried,White,Male,5455,0,50,United-States
35,Private,HS-grad,Married-civ-spouse,Sales,Husband,White,Male,0,0,50,United-States
42,Private,Some-college,Married-civ-spouse,Sales,Husband,White,Male,0,0,50,United-States
29,Private,Some-college,Never-married,Handlers-cleaners,Unmarried,Black,Male,0,0,37,United-States
42,Self-emp-inc,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,1977,60,United-States
33,Local-gov,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States
43,Private,Some-college,Divorced,Sales,Unmarried,White,Female,0,0,55,United-States
34,Self-emp-not-inc,Doctorate,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,50,United-States
22,Private,HS-grad,Never-married,Adm-clerical,Not-in-family,White,Male,0,0,40,United-States
20,Private,Some-college,Never-married,Sales,Own-child,Black,Male,0,0,44,United-States
32,Private,Masters,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States
25,Local-gov,Some-college,Never-married,Adm-clerical,Unmarried,Black,Female,0,0,40,United-States
34,Private,HS-grad,Never-married,Craft-repair,Own-child,White,Male,0,0,40,United-States
28,Federal-gov,Bachelors,Never-married,Exec-managerial,Not-in-family,Black,Male,0,0,40,United-States
29,Private,Bachelors,Never-married,Handlers-cleaners,Not-in-family,White,Male,0,0,40,United-States
61,Private,Masters,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,50,United-States
37,Private,Assoc-acdm,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States
36,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,45,United-States
25,Private,HS-grad,Married-civ-spouse,Other-service,Husband,White,Male,0,0,30,United-States
33,Private,HS-grad,Divorced,Prof-specialty,Not-in-family,Asian-Pac-Islander,Female,0,0,41,China
51,Private,10th,Married-civ-spouse,Other-service,Husband,White,Male,0,0,40,Mexico
43,Self-emp-not-inc,HS-grad,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,35,United-States
64,State-gov,Doctorate,Never-married,Prof-specialty,Not-in-family,White,Female,4787,0,40,United-States
58,Self-emp-not-inc,10th,Married-civ-spouse,Craft-repair,Wife,White,Female,0,1977,35,United-States
48,Private,Assoc-acdm,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,50,United-States
22,Private,Some-college,Never-married,Machine-op-inspct,Not-in-family,White,Female,0,0,35,United-States
18,Self-emp-not-inc,11th,Never-married,Sales,Own-child,White,Female,0,0,40,United-States
54,Local-gov,HS-grad,Widowed,Other-service,Unmarried,Black,Female,0,0,40,United-States
47,Private,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Male,15024,0,50,United-States
54,Private,HS-grad,Never-married,Sales,Not-in-family,White,Male,0,0,40,United-States
40,Private,Some-college,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,1887,40,United-States
48,Private,Some-college,Divorced,Craft-repair,Not-in-family,White,Male,3325,0,40,United-States
43,Private,Some-college,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,50,United-States
52,Federal-gov,Bachelors,Separated,Adm-clerical,Unmarried,Black,Female,0,0,40,United-States
40,Local-gov,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Male,99999,0,75,United-States
90,Private,Bachelors,Never-married,Exec-managerial,Not-in-family,White,Male,0,0,55,United-States
57,Self-emp-not-inc,Some-college,Married-civ-spouse,Other-service,Husband,White,Male,0,0,48,United-States
61,Private,Some-college,Divorced,Prof-specialty,Not-in-family,White,Female,0,0,40,United-States
26,Private,Some-college,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,25,United-States
59,Private,HS-grad,Divorced,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States
21,Private,Some-college,Never-married,Prof-specialty,Own-child,Asian-Pac-Islander,Male,0,0,40,Taiwan
62,Local-gov,Bachelors,Widowed,Prof-specialty,Not-in-family,White,Female,0,0,48,United-States
47,Private,HS-grad,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,50,United-States
26,Private,Assoc-acdm,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,8,United-States
50,Private,HS-grad,Married-civ-spouse,Tech-support,Husband,White,Male,0,0,40,United-States
51,Local-gov,Masters,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,1977,35,United-States
52,Private,HS-grad,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,38,United-States
39,Private,Bachelors,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States
19,Private,Some-college,Never-married,Prof-specialty,Own-child,White,Female,0,0,15,United-States
45,Private,HS-grad,Divorced,Machine-op-inspct,Unmarried,White,Female,0,0,40,United-States
64,Private,Assoc-acdm,Never-married,Prof-specialty,Other-relative,White,Female,0,0,30,United-States
35,Private,Masters,Never-married,Prof-specialty,Unmarried,White,Female,0,0,32,United-States
54,Self-emp-not-inc,Bachelors,Married-civ-spouse,Sales,Husband,White,Male,0,0,50,United-States
55,Private,9th,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,40,United-States
34,Private,Some-college,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States
29,Private,Some-college,Never-married,Other-service,Not-in-family,White,Female,0,0,18,United-States
30,Private,HS-grad,Married-civ-spouse,Machine-op-inspct,Husband,Asian-Pac-Islander,Male,0,0,40,Vietnam
37,Private,HS-grad,Divorced,Adm-clerical,Unmarried,White,Female,0,0,40,Mexico
19,Private,HS-grad,Never-married,Handlers-cleaners,Own-child,White,Male,0,0,50,United-States
48,Private,11th,Divorced,Other-service,Not-in-family,White,Female,0,0,31,United-States
40,Private,Some-college,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,40,United-States
19,Private,Some-college,Never-married,Craft-repair,Not-in-family,White,Male,0,0,45,Mexico
52,Private,Bachelors,Divorced,Exec-managerial,Not-in-family,White,Male,0,0,40,United-States
28,Private,Masters,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,40,United-States
26,Private,11th,Never-married,Other-service,Not-in-family,White,Male,0,0,40,United-States
27,Self-emp-not-inc,HS-grad,Never-married,Craft-repair,Unmarried,White,Male,9562,0,50,United-States
50,Private,Bachelors,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,1902,50,United-States
42,Private,Assoc-acdm,Divorced,Prof-specialty,Unmarried,White,Female,0,0,45,United-States
24,Private,Some-college,Married-civ-spouse,Other-service,Own-child,Asian-Pac-Islander,Female,0,0,35,United-States
18,Private,Some-college,Never-married,Other-service,Own-child,White,Female,0,0,12,United-States
40,Private,Some-college,Married-civ-spouse,Sales,Husband,White,Male,4386,0,50,United-States
52,Private,12th,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,45,United-States
39,Private,10th,Widowed,Prof-specialty,Unmarried,White,Female,0,0,15,United-States
35,Private,9th,Never-married,Exec-managerial,Not-in-family,White,Female,0,0,40,United-States
23,Private,Bachelors,Never-married,Adm-clerical,Own-child,White,Female,2174,0,40,United-States
25,Private,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States
46,Private,Bachelors,Divorced,Prof-specialty,Unmarried,White,Female,0,0,40,United-States
43,Private,Some-college,Married-civ-spouse,Craft-repair,Husband,Black,Male,0,0,40,United-States
56,Private,7th-8th,Widowed,Machine-op-inspct,Unmarried,Other,Female,0,0,40,Dominican-Republic
46,Private,9th,Divorced,Other-service,Unmarried,White,Female,0,0,40,United-States
49,Private,Masters,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,45,United-States
39,Self-emp-not-inc,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Male,15024,0,50,Japan
41,Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States
54,Private,Some-college,Married-civ-spouse,Sales,Husband,White,Male,7298,0,50,United-States
37,Local-gov,Bachelors,Married-civ-spouse,Prof-specialty,Wife,White,Female,0,0,30,United-States
22,Private,Some-college,Never-married,Prof-specialty,Own-child,White,Female,0,0,29,United-States
68,Private,HS-grad,Married-civ-spouse,Adm-clerical,Husband,White,Male,3818,0,40,United-States
28,Private,5th-6th,Never-married,Machine-op-inspct,Not-in-family,White,Female,0,0,40,United-States
37,Local-gov,Bachelors,Married-civ-spouse,Prof-specialty,Wife,White,Female,15024,0,50,United-States
54,Local-gov,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States
44,Private,HS-grad,Divorced,Sales,Own-child,White,Male,0,0,38,United-States
40,Private,Assoc-voc,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States
37,Self-emp-not-inc,HS-grad,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,50,United-States
39,Federal-gov,Some-college,Divorced,Exec-managerial,Unmarried,Black,Female,0,0,40,United-States
37,Private,HS-grad,Never-married,Adm-clerical,Own-child,White,Female,0,0,37,United-States
52,Private,HS-grad,Widowed,Sales,Not-in-family,White,Female,0,0,40,United-States
47,Private,9th,Married-spouse-absent,Handlers-cleaners,Unmarried,White,Male,0,0,40,El-Salvador
42,Self-emp-not-inc,Prof-school,Divorced,Prof-specialty,Unmarried,White,Male,7430,0,40,United-States
47,Private,Masters,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States
45,Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States
21,Private,Some-college,Never-married,Tech-support,Own-child,White,Female,0,0,25,Ecuador
19,Private,HS-grad,Never-married,Other-service,Unmarried,White,Male,0,0,40,United-States
64,Private,Bachelors,Divorced,Exec-managerial,Unmarried,White,Male,27828,0,50,United-States
40,Local-gov,HS-grad,Never-married,Adm-clerical,Own-child,White,Female,0,0,40,United-States
53,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States
34,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States
38,Private,Some-college,Never-married,Sales,Own-child,White,Female,0,0,50,United-States
20,Private,HS-grad,Separated,Sales,Own-child,White,Female,0,0,26,United-States
39,Private,Bachelors,Divorced,Exec-managerial,Not-in-family,White,Male,0,0,55,United-States
24,Private,Some-college,Never-married,Adm-clerical,Own-child,White,Female,0,0,40,United-States
34,Local-gov,Some-college,Married-civ-spouse,Transport-moving,Husband,White,Male,0,1579,40,United-States
33,Private,Assoc-acdm,Never-married,Sales,Not-in-family,Other,Male,0,0,36,United-States
42,Private,7th-8th,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,40,United-States
23,Private,10th,Never-married,Machine-op-inspct,Not-in-family,White,Female,0,0,40,United-States
20,Private,Assoc-voc,Never-married,Tech-support,Own-child,White,Female,0,0,25,United-States
32,Private,Bachelors,Never-married,Tech-support,Not-in-family,White,Male,0,0,40,United-States
45,Private,Masters,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,United-States
28,Private,10th,Never-married,Machine-op-inspct,Own-child,White,Female,0,0,40,United-States
40,Private,12th,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,50,United-States
21,Private,Some-college,Never-married,Prof-specialty,Own-child,White,Female,0,0,3,United-States
63,Private,Some-college,Widowed,Other-service,Not-in-family,White,Female,0,0,40,United-States
30,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,5013,0,40,United-States
23,Private,Some-college,Never-married,Handlers-cleaners,Own-child,White,Male,0,0,10,United-States
21,Private,HS-grad,Never-married,Other-service,Own-child,White,Male,0,0,40,United-States
59,Local-gov,Some-college,Widowed,Other-service,Not-in-family,White,Female,0,0,40,Poland
42,Private,Some-college,Divorced,Adm-clerical,Own-child,White,Female,0,0,40,United-States
44,Private,11th,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,United-States
35,Private,Assoc-acdm,Divorced,Craft-repair,Unmarried,White,Male,0,0,45,United-States
42,Private,Doctorate,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,France
36,Private,Some-college,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,12,United-States
23,Private,Some-college,Never-married,Adm-clerical,Own-child,White,Male,0,0,32,United-States
20,Private,12th,Never-married,Other-service,Own-child,White,Male,0,0,35,United-States
23,Local-gov,HS-grad,Never-married,Farming-fishing,Not-in-family,White,Male,0,0,40,Poland
31,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,20,United-States
20,Private,Some-college,Never-married,Exec-managerial,Not-in-family,White,Female,0,0,30,United-States
45,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States
26,Self-emp-not-inc,HS-grad,Never-married,Craft-repair,Own-child,White,Male,0,0,50,United-States
48,Private,Assoc-voc,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States
31,Private,11th,Never-married,Craft-repair,Not-in-family,White,Male,0,0,40,United-States
26,Private,HS-grad,Never-married,Priv-house-serv,Other-relative,White,Female,0,1602,15,Mexico
39,Private,Assoc-acdm,Never-married,Other-service,Own-child,White,Female,0,0,56,United-States
34,Private,11th,Divorced,Other-service,Not-in-family,White,Female,0,0,70,United-States
27,Private,Some-college,Never-married,Craft-repair,Not-in-family,White,Male,0,0,45,United-States
20,Private,11th,Never-married,Prof-specialty,Unmarried,White,Male,0,0,40,El-Salvador
59,Self-emp-not-inc,HS-grad,Divorced,Exec-managerial,Not-in-family,White,Male,0,0,60,United-States
25,Private,Bachelors,Never-married,Sales,Not-in-family,Black,Female,0,0,40,United-States
28,Private,9th,Never-married,Other-service,Other-relative,White,Male,0,0,52,United-States
24,Federal-gov,HS-grad,Never-married,Adm-clerical,Not-in-family,White,Female,0,1974,40,United-States
23,Private,HS-grad,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,60,United-States
21,Private,HS-grad,Never-married,Machine-op-inspct,Own-child,White,Male,0,0,40,United-States
58,Private,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States
50,Local-gov,Some-college,Married-civ-spouse,Craft-repair,Husband,White,Male,4064,0,55,United-States
55,Federal-gov,Bachelors,Divorced,Prof-specialty,Unmarried,White,Male,0,0,40,United-States
19,Private,Some-college,Never-married,Sales,Own-child,White,Male,0,0,20,United-States
31,Private,Masters,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,1902,43,United-States
38,Private,Assoc-voc,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States
23,Private,Some-college,Never-married,Exec-managerial,Own-child,White,Male,0,0,50,United-States
28,Self-emp-not-inc,Bachelors,Never-married,Tech-support,Not-in-family,White,Male,0,0,45,United-States
47,Private,Bachelors,Married-civ-spouse,Adm-clerical,Husband,Asian-Pac-Islander,Male,0,0,40,United-States
36,Local-gov,9th,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,25,United-States
31,Private,Masters,Married-civ-spouse,Tech-support,Husband,White,Male,0,1902,40,United-States
45,Private,Masters,Divorced,Transport-moving,Not-in-family,White,Male,14344,0,48,United-States
37,Local-gov,Assoc-voc,Never-married,Other-service,Unmarried,Black,Female,0,0,32,United-States
35,Private,HS-grad,Married-civ-spouse,Transport-moving,Husband,Other,Male,0,0,40,Dominican-Republic
51,Private,HS-grad,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,45,United-States
48,Private,Some-college,Separated,Adm-clerical,Unmarried,White,Female,0,0,44,United-States
23,Private,HS-grad,Never-married,Sales,Own-child,White,Male,0,0,30,United-States
36,Local-gov,Some-college,Divorced,Protective-serv,Unmarried,White,Male,0,0,55,United-States
26,Private,HS-grad,Divorced,Machine-op-inspct,Not-in-family,White,Male,0,0,40,United-States
21,Private,HS-grad,Never-married,Other-service,Own-child,White,Male,0,0,35,United-States
48,Private,1st-4th,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,Portugal
33,Private,Assoc-voc,Divorced,Other-service,Unmarried,White,Female,0,0,40,United-States
18,Private,HS-grad,Never-married,Priv-house-serv,Other-relative,White,Female,0,0,10,United-States
45,Federal-gov,HS-grad,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,1672,40,United-States
50,Private,HS-grad,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,50,United-States
27,Private,Some-college,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,88,United-States
25,Private,Bachelors,Never-married,Sales,Not-in-family,White,Male,0,0,40,United-States
24,Private,HS-grad,Never-married,Adm-clerical,Own-child,White,Female,0,0,40,United-States
69,Private,Doctorate,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,China
41,Private,HS-grad,Divorced,Adm-clerical,Unmarried,White,Female,0,0,36,United-States
17,Self-emp-not-inc,11th,Never-married,Farming-fishing,Own-child,White,Male,0,0,10,United-States
55,Federal-gov,Some-college,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,40,United-States
27,Private,HS-grad,Married-civ-spouse,Adm-clerical,Wife,Black,Female,0,1887,40,United-States
46,State-gov,HS-grad,Divorced,Adm-clerical,Unmarried,White,Female,0,0,40,United-States
20,Private,HS-grad,Never-married,Machine-op-inspct,Not-in-family,White,Male,0,0,40,United-States
29,Private,Bachelors,Never-married,Craft-repair,Not-in-family,White,Female,0,0,45,United-States
35,State-gov,Some-college,Divorced,Tech-support,Unmarried,White,Female,0,0,40,United-States
53,Self-emp-not-inc,1st-4th,Married-civ-spouse,Exec-managerial,Husband,White,Male,7688,0,67,Italy
33,Private,Assoc-voc,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,50,United-States
42,Private,HS-grad,Married-civ-spouse,Machine-op-inspct,Wife,White,Female,0,0,40,United-States
25,Private,HS-grad,Never-married,Craft-repair,Own-child,White,Male,0,0,40,United-States
58,Self-emp-not-inc,Some-college,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,60,United-States
57,Private,Some-college,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States
67,Private,HS-grad,Married-civ-spouse,Prof-specialty,Husband,Black,Male,0,0,20,United-States
